# r   Lambda(r)
5.894868585732165656e+01 -1.466895226217774129e+00
5.907384230287860305e+01 -1.464700999051053332e+00
5.919899874843554954e+01 -1.463019586612004153e+00
5.932415519399249604e+01 -1.462786538222314414e+00
5.944931163954944253e+01 -1.463333401137389744e+00
5.957446808510638903e+01 -1.463440458437430980e+00
5.969962453066333552e+01 -1.465906611156495565e+00
5.982478097622027491e+01 -1.469807359859287121e+00
5.994993742177722140e+01 -1.471435386522772282e+00
6.007509386733416790e+01 -1.474443955985796251e+00
6.020025031289111439e+01 -1.480501385118367041e+00
6.032540675844806088e+01 -1.487361216762478788e+00
6.045056320400500738e+01 -1.489617958107536611e+00
6.057571964956195387e+01 -1.495119277666905777e+00
6.070087609511890037e+01 -1.497627762920928696e+00
6.082603254067584686e+01 -1.494023323054425090e+00
6.095118898623279335e+01 -1.495957855634886258e+00
6.107634543178973985e+01 -1.501173745037043705e+00
6.120150187734668634e+01 -1.495935990104326541e+00
6.132665832290363284e+01 -1.494830755916864540e+00
6.145181476846057933e+01 -1.497955133312008025e+00
6.157697121401752582e+01 -1.498967159090903500e+00
6.170212765957447232e+01 -1.496939758032075352e+00
6.182728410513141881e+01 -1.491011503624486201e+00
6.195244055068836531e+01 -1.485764535704479528e+00
6.207759699624531180e+01 -1.480790563630623780e+00
6.220275344180225829e+01 -1.485247623854301535e+00
6.232790988735920479e+01 -1.485362045928206864e+00
6.245306633291615128e+01 -1.484408964555202548e+00
6.257822277847309778e+01 -1.481566042859384869e+00
6.270337922403003716e+01 -1.475445660062985276e+00
6.282853566958698366e+01 -1.476398937457511940e+00
6.295369211514393015e+01 -1.470067497429510039e+00
6.307884856070087665e+01 -1.472237039604189057e+00
6.320400500625782314e+01 -1.471516072702984124e+00
6.332916145181476963e+01 -1.471299893921287127e+00
6.345431789737171613e+01 -1.466723335535745631e+00
6.357947434292866262e+01 -1.463189716591920764e+00
6.370463078848560912e+01 -1.460201644337024929e+00
6.382978723404255561e+01 -1.462381119865807877e+00
6.395494367959950210e+01 -1.468266302858551864e+00
6.408010012515644860e+01 -1.466598657130658623e+00
6.420525657071338799e+01 -1.469363307674895758e+00
6.433041301627034159e+01 -1.475921840971077481e+00
6.445556946182728097e+01 -1.468584607377001028e+00
6.458072590738423457e+01 -1.477613256683707244e+00
6.470588235294117396e+01 -1.476114518049904234e+00
6.483103879849812756e+01 -1.481642888871007369e+00
6.495619524405506695e+01 -1.483644534199713982e+00
6.508135168961202055e+01 -1.484362313605993577e+00
6.520650813516895994e+01 -1.488992992674537330e+00
6.533166458072591354e+01 -1.493978766094638866e+00
6.545682102628285293e+01 -1.494018644749620872e+00
6.558197747183980653e+01 -1.494673023741627027e+00
6.570713391739674591e+01 -1.492128391525716413e+00
6.583229036295369951e+01 -1.496155556253071284e+00
6.595744680851063890e+01 -1.499284046326702313e+00
6.608260325406759250e+01 -1.503456564353144564e+00
6.620775969962453189e+01 -1.512724782000488322e+00
6.633291614518148549e+01 -1.518079177880623964e+00
6.645807259073842488e+01 -1.516911073255694964e+00
6.658322903629537848e+01 -1.518609592345931736e+00
6.670838548185231787e+01 -1.522290048040612520e+00
6.683354192740927147e+01 -1.514428252246005968e+00
6.695869837296621085e+01 -1.516753594321279097e+00
6.708385481852315024e+01 -1.521582542819515105e+00
6.720901126408010384e+01 -1.526125547760996071e+00
6.733416770963704323e+01 -1.531096666712592036e+00
6.745932415519399683e+01 -1.526943894495678578e+00
6.758448060075093622e+01 -1.527341302579001914e+00
6.770963704630788982e+01 -1.524619268392018778e+00
6.783479349186482921e+01 -1.523525125558554905e+00
6.795994993742178281e+01 -1.528448262741758823e+00
6.808510638297872219e+01 -1.524497844023322335e+00
6.821026282853567579e+01 -1.521921965826096734e+00
6.833541927409261518e+01 -1.517213511192657904e+00
6.846057571964956878e+01 -1.517645534467948032e+00
6.858573216520650817e+01 -1.517704064238405426e+00
6.871088861076346177e+01 -1.527151409727526721e+00
6.883604505632040116e+01 -1.528735228802696078e+00
6.896120150187735476e+01 -1.541799832565995398e+00
6.908635794743429415e+01 -1.548273412114114622e+00
6.921151439299124775e+01 -1.539092070243368360e+00
6.933667083854818713e+01 -1.547168294847228731e+00
6.946182728410514073e+01 -1.542391728324208344e+00
6.958698372966208012e+01 -1.540537941496758823e+00
6.971214017521903372e+01 -1.545009761000725845e+00
6.983729662077597311e+01 -1.536188880239157450e+00
6.996245306633291250e+01 -1.538694395756447397e+00
7.008760951188986610e+01 -1.542135094130090200e+00
7.021276595744680549e+01 -1.547200629247178938e+00
7.033792240300375909e+01 -1.544820061211287232e+00
7.046307884856069848e+01 -1.543266746435998593e+00
