# r   Lambda(r)
7.021276595744680549e+01 -1.717591714527047841e+00
7.033792240300375909e+01 -1.724821279731921120e+00
7.046307884856069848e+01 -1.712776169532069792e+00
7.058823529411765207e+01 -1.709512510697963394e+00
7.071339173967459146e+01 -1.713139498251158743e+00
7.083854818523154506e+01 -1.725851107776140925e+00
7.096370463078848445e+01 -1.718067822043362725e+00
7.108886107634543805e+01 -1.716930447946644511e+00
7.121401752190237744e+01 -1.720906749790654500e+00
7.133917396745933104e+01 -1.724175869406638029e+00
7.146433041301627043e+01 -1.731970567673853045e+00
7.158948685857322403e+01 -1.729285260023636583e+00
7.171464330413016341e+01 -1.716272081478255940e+00
7.183979974968711701e+01 -1.701656091982796548e+00
7.196495619524405640e+01 -1.697506535464015975e+00
7.209011264080101000e+01 -1.697995775120656248e+00
7.221526908635794939e+01 -1.695996681754883273e+00
7.234042553191490299e+01 -1.684317327707940848e+00
7.246558197747184238e+01 -1.680394970257981901e+00
7.259073842302879598e+01 -1.678005679524874338e+00
7.271589486858573537e+01 -1.671168435117216688e+00
7.284105131414267476e+01 -1.666979538276696093e+00
7.296620775969962835e+01 -1.666970428802049042e+00
7.309136420525656774e+01 -1.665138558148986370e+00
7.321652065081352134e+01 -1.662445598291122595e+00
7.334167709637046073e+01 -1.658666961361549674e+00
7.346683354192741433e+01 -1.659250293679880750e+00
7.359198998748435372e+01 -1.662947239453558268e+00
7.371714643304130732e+01 -1.665775989771528520e+00
7.384230287859824671e+01 -1.661387707426886795e+00
7.396745932415520031e+01 -1.657286539513372459e+00
7.409261576971213970e+01 -1.659578894639036850e+00
7.421777221526909329e+01 -1.656460740368473461e+00
7.434292866082603268e+01 -1.658096722484609709e+00
7.446808510638298628e+01 -1.660321937096188805e+00
7.459324155193992567e+01 -1.657511978782915341e+00
7.471839799749687927e+01 -1.663155472095634524e+00
7.484355444305381866e+01 -1.665023805095412257e+00
7.496871088861077226e+01 -1.668067905739568646e+00
7.509386733416771165e+01 -1.660723520371375272e+00
7.521902377972466525e+01 -1.663164775472693702e+00
7.534418022528160463e+01 -1.658591007207023349e+00
7.546933667083855823e+01 -1.665136921221497479e+00
7.559449311639549762e+01 -1.658308125147966328e+00
7.571964956195245122e+01 -1.664130030918815395e+00
7.584480600750939061e+01 -1.665410684414284415e+00
7.596996245306633000e+01 -1.672086282664129397e+00
7.609511889862328360e+01 -1.674752495408025288e+00
7.622027534418022299e+01 -1.666831092567409245e+00
7.634543178973717659e+01 -1.669972601334492213e+00
7.647058823529411598e+01 -1.670109434875896470e+00
7.659574468085106957e+01 -1.670747150698304928e+00
7.672090112640800896e+01 -1.670236444317052982e+00
7.684605757196496256e+01 -1.668433881165489741e+00
7.697121401752190195e+01 -1.668994146409145340e+00
7.709637046307885555e+01 -1.668125540464081347e+00
7.722152690863579494e+01 -1.674796611698580406e+00
7.734668335419274854e+01 -1.669113917528052271e+00
7.747183979974968793e+01 -1.663943454730861582e+00
7.759699624530664153e+01 -1.658290788279649597e+00
7.772215269086358091e+01 -1.660186571365030783e+00
7.784730913642053451e+01 -1.666586857516800801e+00
7.797246558197747390e+01 -1.663778514015592291e+00
7.809762202753442750e+01 -1.664462266436792071e+00
7.822277847309136689e+01 -1.656472022783462617e+00
7.834793491864832049e+01 -1.657343977542594882e+00
7.847309136420525988e+01 -1.656473937250721340e+00
7.859824780976221348e+01 -1.655878640066510199e+00
7.872340425531915287e+01 -1.649661986371312672e+00
7.884856070087609226e+01 -1.648346184815222104e+00
7.897371714643304585e+01 -1.650767585947240601e+00
7.909887359198998524e+01 -1.660508989280242265e+00
7.922403003754693884e+01 -1.661137748175301354e+00
7.934918648310387823e+01 -1.662663208199991249e+00
7.947434292866083183e+01 -1.658470639232778820e+00
7.959949937421777122e+01 -1.661960982130870512e+00
7.972465581977472482e+01 -1.657154886228530577e+00
7.984981226533166421e+01 -1.663323050866103214e+00
7.997496871088861781e+01 -1.661515353067891221e+00
8.010012515644555720e+01 -1.656862242663597495e+00
8.022528160200251079e+01 -1.654656015338038300e+00
8.035043804755945018e+01 -1.660279108837817486e+00
8.047559449311640378e+01 -1.672685550132763765e+00
8.060075093867334317e+01 -1.668849854712599612e+00
8.072590738423029677e+01 -1.666768250327389733e+00
8.085106382978723616e+01 -1.657786009919585357e+00
8.097622027534418976e+01 -1.656105686206025052e+00
8.110137672090112915e+01 -1.664033163304168728e+00
8.122653316645808275e+01 -1.661425252686834053e+00
8.135168961201502213e+01 -1.675223454207565243e+00
8.147684605757197573e+01 -1.668445342277411925e+00
8.160200250312891512e+01 -1.673979708628667185e+00
8.172715894868585451e+01 -1.674718590686387065e+00
8.185231539424280811e+01 -1.683001194716947202e+00
8.197747183979974750e+01 -1.685729243452177561e+00
8.210262828535670110e+01 -1.688267655680810053e+00
8.222778473091364049e+01 -1.692849789939374849e+00
8.235294117647059409e+01 -1.694005196362240451e+00
8.247809762202753348e+01 -1.690694154794868842e+00
8.260325406758448707e+01 -1.694498799464297711e+00
8.272841051314142646e+01 -1.692370980711309203e+00
8.285356695869838006e+01 -1.693186965823648249e+00
8.297872340425531945e+01 -1.692696528951396218e+00
8.310387984981227305e+01 -1.693859289515499356e+00
8.322903629536921244e+01 -1.697520468339117405e+00
8.335419274092616604e+01 -1.703984455801828446e+00
8.347934918648310543e+01 -1.710034797475755486e+00
8.360450563204005903e+01 -1.703254326499157312e+00
8.372966207759699842e+01 -1.705458153910017982e+00
8.385481852315395201e+01 -1.701466658891104489e+00
8.397997496871089140e+01 -1.700358217280115047e+00
8.410513141426784500e+01 -1.693803198708973223e+00
8.423028785982478439e+01 -1.694845430864044378e+00
8.435544430538173799e+01 -1.681729830928582414e+00
8.448060075093867738e+01 -1.679781211647294770e+00
8.460575719649561677e+01 -1.678759475055686456e+00
8.473091364205257037e+01 -1.678154326956257325e+00
8.485607008760950976e+01 -1.683351844374937789e+00
8.498122653316646335e+01 -1.680955563283881737e+00
8.510638297872340274e+01 -1.685245456566261124e+00
8.523153942428035634e+01 -1.678739708888832061e+00
8.535669586983729573e+01 -1.678761597253723981e+00
8.548185231539424933e+01 -1.682534443943691338e+00
8.560700876095118872e+01 -1.682149162249512608e+00
8.573216520650814232e+01 -1.684541110637999939e+00
8.585732165206508171e+01 -1.685141118173919095e+00
8.598247809762203531e+01 -1.687558973114023475e+00
8.610763454317897470e+01 -1.686295227499471361e+00
8.623279098873592829e+01 -1.688209087390130314e+00
8.635794743429286768e+01 -1.695885669142925822e+00
8.648310387984982128e+01 -1.697990309617872340e+00
8.660826032540676067e+01 -1.693777298538953202e+00
8.673341677096371427e+01 -1.695555577235562383e+00
8.685857321652065366e+01 -1.698941438900357870e+00
8.698372966207760726e+01 -1.704406364691969600e+00
8.710888610763454665e+01 -1.699493661409604783e+00
8.723404255319150025e+01 -1.697459651407883907e+00
8.735919899874843964e+01 -1.685919855566512027e+00
8.748435544430537902e+01 -1.678246977219809866e+00
8.760951188986233262e+01 -1.675768736857140118e+00
8.773466833541927201e+01 -1.673348370612085523e+00
8.785982478097622561e+01 -1.677709971372264297e+00
8.798498122653316500e+01 -1.674789735555612502e+00
8.811013767209011860e+01 -1.674195609152918873e+00
8.823529411764705799e+01 -1.678643421745974917e+00
8.836045056320401159e+01 -1.673837942237808463e+00
8.848560700876095098e+01 -1.675901919489948044e+00
8.861076345431790457e+01 -1.673394646719122969e+00
8.873591989987484396e+01 -1.677296601639403084e+00
8.886107634543179756e+01 -1.667642099012213608e+00
8.898623279098873695e+01 -1.668925568422551020e+00
8.911138923654569055e+01 -1.666918815884081750e+00
8.923654568210262994e+01 -1.676641672461488541e+00
8.936170212765958354e+01 -1.673225747005630870e+00
8.948685857321652293e+01 -1.667824762422547069e+00
8.961201501877347653e+01 -1.670284964492077862e+00
8.973717146433041592e+01 -1.665310881211649052e+00
8.986232790988736951e+01 -1.662681575379157950e+00
8.998748435544430890e+01 -1.662443210643802960e+00
9.011264080100126250e+01 -1.663663088410466173e+00
9.023779724655820189e+01 -1.661595569601770128e+00
9.036295369211514128e+01 -1.662175174307275904e+00
9.048811013767209488e+01 -1.660250428887725782e+00
9.061326658322903427e+01 -1.666672272997731463e+00
9.073842302878598787e+01 -1.663311420226523563e+00
9.086357947434292726e+01 -1.649416737756631557e+00
9.098873591989988086e+01 -1.645299682932693575e+00
9.111389236545682024e+01 -1.643305443731722049e+00
9.123904881101377384e+01 -1.645931526786410082e+00
9.136420525657071323e+01 -1.647282994527928590e+00
9.148936170212766683e+01 -1.654004464696688270e+00
9.161451814768460622e+01 -1.650512357782286665e+00
9.173967459324155982e+01 -1.654623871179618844e+00
9.186483103879849921e+01 -1.652118093056091919e+00
9.198998748435545281e+01 -1.643972125108380089e+00
9.211514392991239220e+01 -1.645165098772044532e+00
9.224030037546934579e+01 -1.638209024242423428e+00
9.236545682102628518e+01 -1.638368796660868432e+00
9.249061326658323878e+01 -1.640898182182388254e+00
9.261576971214017817e+01 -1.640619400451093668e+00
9.274092615769713177e+01 -1.641574859053965163e+00
9.286608260325407116e+01 -1.640993283726092544e+00
9.299123904881102476e+01 -1.642462430473824675e+00
9.311639549436796415e+01 -1.640127763911047198e+00
9.324155193992490354e+01 -1.637922264313856013e+00
9.336670838548185714e+01 -1.633832905218884468e+00
9.349186483103879652e+01 -1.630955097996034997e+00
9.361702127659575012e+01 -1.627050105910651467e+00
9.374217772215268951e+01 -1.626303137988555525e+00
9.386733416770964311e+01 -1.627267861473254973e+00
9.399249061326658250e+01 -1.636409242870935365e+00
9.411764705882353610e+01 -1.633938759481214920e+00
9.424280350438047549e+01 -1.631958866769279703e+00
9.436795994993742909e+01 -1.631149895252293813e+00
9.449311639549436848e+01 -1.628385893419602493e+00
9.461827284105132208e+01 -1.624843491969228726e+00
9.474342928660826146e+01 -1.624791247982741105e+00
9.486858573216521506e+01 -1.624123849536907027e+00
9.499374217772215445e+01 -1.634589977386964543e+00
9.511889862327910805e+01 -1.630981167956559119e+00
9.524405506883604744e+01 -1.624583429788771127e+00
9.536921151439300104e+01 -1.628223641908204566e+00
9.549436795994994043e+01 -1.627471883152122212e+00
9.561952440550689403e+01 -1.627301420923412678e+00
9.574468085106383342e+01 -1.622238335779553564e+00
9.586983729662078701e+01 -1.624618005899606255e+00
9.599499374217772640e+01 -1.624992724998229665e+00
9.612015018773468000e+01 -1.630001587635013793e+00
9.624530663329161939e+01 -1.621647257939166309e+00
9.637046307884855878e+01 -1.618481841198258442e+00
9.649561952440551238e+01 -1.616121042142137698e+00
9.662077596996245177e+01 -1.621085826919294481e+00
9.674593241551940537e+01 -1.615181159248131770e+00
9.687108886107634476e+01 -1.619117369081131574e+00
9.699624530663329836e+01 -1.618091863287110410e+00
9.712140175219023774e+01 -1.612285414394458938e+00
9.724655819774719134e+01 -1.606591783140798535e+00
9.737171464330413073e+01 -1.603973099120088230e+00
9.749687108886108433e+01 -1.602118232070671278e+00
9.762202753441802372e+01 -1.598782048785776233e+00
9.774718397997497732e+01 -1.600208859478065460e+00
9.787234042553191671e+01 -1.597608750779015319e+00
9.799749687108887031e+01 -1.601977897292142128e+00
9.812265331664580970e+01 -1.600313366045994723e+00
9.824780976220276330e+01 -1.602969007559466919e+00
9.837296620775970268e+01 -1.599588538080931377e+00
9.849812265331665628e+01 -1.596400155093530948e+00
9.862327909887359567e+01 -1.594708367317479114e+00
9.874843554443054927e+01 -1.595188099663054748e+00
9.887359198998748866e+01 -1.591317944117547345e+00
9.899874843554444226e+01 -1.596212217769884090e+00
9.912390488110138165e+01 -1.599580291643390773e+00
9.924906132665832104e+01 -1.599852973048103255e+00
9.937421777221527464e+01 -1.599750468852336072e+00
9.949937421777221402e+01 -1.593191507532466078e+00
9.962453066332916762e+01 -1.588414486088125743e+00
9.974968710888610701e+01 -1.588027537084965468e+00
9.987484355444306061e+01 -1.588267286087219343e+00
1.000000000000000000e+02 -1.582951856952368175e+00
