# r   Lambda(r)
4.443053817271589878e+01 -4.271895257139349589e+00
4.455569461827284528e+01 -4.270934654021774080e+00
4.468085106382979177e+01 -4.276283867592365340e+00
4.480600750938673826e+01 -4.275344654922612619e+00
4.493116395494368476e+01 -4.277996270270207901e+00
4.505632040050063125e+01 -4.282902732411804969e+00
4.518147684605757064e+01 -4.281150985286519273e+00
4.530663329161451713e+01 -4.287488312506707366e+00
4.543178973717146363e+01 -4.287370345133392213e+00
4.555694618272841012e+01 -4.287524953113179826e+00
4.568210262828535662e+01 -4.289961876288748144e+00
4.580725907384230311e+01 -4.292875435857832933e+00
4.593241551939924960e+01 -4.293598593871008617e+00
4.605757196495619610e+01 -4.293489248710277373e+00
4.618272841051314259e+01 -4.296543010882981406e+00
4.630788485607008909e+01 -4.299265502375223313e+00
4.643304130162703558e+01 -4.300944034256374060e+00
4.655819774718398207e+01 -4.303591403991407383e+00
4.668335419274092857e+01 -4.300764804255953422e+00
4.680851063829787506e+01 -4.303321272548812360e+00
4.693366708385482156e+01 -4.306326216960758124e+00
4.705882352941176805e+01 -4.305834249252731283e+00
4.718397997496871454e+01 -4.304872046329904833e+00
4.730913642052566104e+01 -4.308054974271051663e+00
4.743429286608260753e+01 -4.308656115282094134e+00
4.755944931163955403e+01 -4.308028827145110817e+00
4.768460575719650052e+01 -4.311263404187720027e+00
4.780976220275344701e+01 -4.314004293578008742e+00
4.793491864831039351e+01 -4.318096369866708528e+00
4.806007509386734000e+01 -4.318200339184991243e+00
4.818523153942427939e+01 -4.318053980869512642e+00
4.831038798498122588e+01 -4.320589803215485247e+00
4.843554443053817238e+01 -4.318794460430791737e+00
4.856070087609511887e+01 -4.325137450563847352e+00
4.868585732165206537e+01 -4.323107666444471420e+00
4.881101376720901186e+01 -4.330375790176618445e+00
4.893617021276595835e+01 -4.329440705127948874e+00
4.906132665832290485e+01 -4.328228220352264621e+00
4.918648310387985134e+01 -4.334196867469039205e+00
4.931163954943679784e+01 -4.333090552821809993e+00
4.943679599499374433e+01 -4.333608358538203476e+00
4.956195244055069082e+01 -4.340309535730069612e+00
4.968710888610763732e+01 -4.336633024133158543e+00
4.981226533166458381e+01 -4.341851091567355603e+00
4.993742177722153031e+01 -4.337646877656402999e+00
5.006257822277847680e+01 -4.341994841643363578e+00
5.018773466833542329e+01 -4.340364058631847044e+00
5.031289111389236979e+01 -4.339156168873272712e+00
5.043804755944931628e+01 -4.344928908596262573e+00
5.056320400500626278e+01 -4.347369628404921471e+00
5.068836045056320927e+01 -4.346481163261276315e+00
5.081351689612015576e+01 -4.347045699009203901e+00
5.093867334167710226e+01 -4.348400389179849057e+00
5.106382978723404165e+01 -4.351294345030995103e+00
5.118898623279098814e+01 -4.354611516352013822e+00
5.131414267834793463e+01 -4.355172062676489375e+00
5.143929912390488113e+01 -4.354980626531122390e+00
5.156445556946182762e+01 -4.355489412106538616e+00
5.168961201501877412e+01 -4.359691045268788478e+00
5.181476846057572061e+01 -4.361084422664499805e+00
5.193992490613266710e+01 -4.358324859176300414e+00
5.206508135168961360e+01 -4.356349033448714714e+00
5.219023779724656009e+01 -4.360727255631263510e+00
5.231539424280350659e+01 -4.362491800335028813e+00
5.244055068836045308e+01 -4.362901086687172914e+00
5.256570713391739957e+01 -4.361649994715218526e+00
5.269086357947434607e+01 -4.360092991140022356e+00
5.281602002503129256e+01 -4.362371871699771475e+00
5.294117647058823906e+01 -4.365641628364907767e+00
5.306633291614518555e+01 -4.369883778055557499e+00
5.319148936170213204e+01 -4.369449690713642198e+00
5.331664580725907854e+01 -4.363016148726987176e+00
5.344180225281602503e+01 -4.357249482808050800e+00
5.356695869837297153e+01 -4.364608978693750529e+00
5.369211514392991802e+01 -4.363243122429059540e+00
5.381727158948686451e+01 -4.362261470214435555e+00
5.394242803504380390e+01 -4.358569909133350073e+00
5.406758448060075040e+01 -4.362977041232706021e+00
5.419274092615769689e+01 -4.357106001587014887e+00
5.431789737171464338e+01 -4.358125276632470957e+00
5.444305381727158988e+01 -4.355100572402321291e+00
5.456821026282853637e+01 -4.348050930231067035e+00
5.469336670838548287e+01 -4.343469430883581950e+00
5.481852315394242936e+01 -4.338590998420172262e+00
5.494367959949937585e+01 -4.335340411983759523e+00
5.506883604505632235e+01 -4.334111373513845678e+00
5.519399249061326884e+01 -4.331290111764650064e+00
5.531914893617021534e+01 -4.332865549049269127e+00
5.544430538172716183e+01 -4.328922896186399250e+00
5.556946182728410832e+01 -4.322502283967440739e+00
5.569461827284105482e+01 -4.322845677076055715e+00
5.581977471839800131e+01 -4.315188862159828886e+00
5.594493116395494781e+01 -4.312919463769746109e+00
5.607008760951189430e+01 -4.308414311884952497e+00
5.619524405506884079e+01 -4.303063604199580006e+00
5.632040050062578729e+01 -4.300787632522706794e+00
5.644555694618273378e+01 -4.298022483275783401e+00
5.657071339173968028e+01 -4.294914439146037211e+00
5.669586983729662677e+01 -4.292492033730956003e+00
5.682102628285356616e+01 -4.289970531710510571e+00
5.694618272841051265e+01 -4.287056862430290494e+00
5.707133917396745915e+01 -4.284187558861980882e+00
5.719649561952440564e+01 -4.282284015181824444e+00
5.732165206508135213e+01 -4.279825780993079754e+00
5.744680851063829863e+01 -4.276811432031872862e+00
5.757196495619524512e+01 -4.274333787133168805e+00
5.769712140175219162e+01 -4.271797424394230269e+00
5.782227784730913811e+01 -4.267807327288807961e+00
5.794743429286608460e+01 -4.265660208187469493e+00
5.807259073842303110e+01 -4.264907099024528137e+00
5.819774718397997759e+01 -4.259965782201439843e+00
5.832290362953692409e+01 -4.257624577087653961e+00
5.844806007509387058e+01 -4.256975920701169258e+00
5.857321652065081707e+01 -4.255830574819206014e+00
5.869837296620776357e+01 -4.248615717360392452e+00
5.882352941176471006e+01 -4.245008007237059289e+00
5.894868585732165656e+01 -4.242049428874315353e+00
5.907384230287860305e+01 -4.240205864301201721e+00
5.919899874843554954e+01 -4.236639689763856964e+00
5.932415519399249604e+01 -4.235351723918464373e+00
5.944931163954944253e+01 -4.231881002315223128e+00
5.957446808510638903e+01 -4.228175065949081102e+00
5.969962453066333552e+01 -4.225815998551443187e+00
5.982478097622027491e+01 -4.222471855995649115e+00
5.994993742177722140e+01 -4.220009688036698847e+00
6.007509386733416790e+01 -4.217351066730190112e+00
6.020025031289111439e+01 -4.214722039961068312e+00
6.032540675844806088e+01 -4.212270941546881531e+00
6.045056320400500738e+01 -4.209661459863101918e+00
6.057571964956195387e+01 -4.209013224895346461e+00
6.070087609511890037e+01 -4.204173038667347484e+00
6.082603254067584686e+01 -4.201063499807951018e+00
6.095118898623279335e+01 -4.199094342886838582e+00
6.107634543178973985e+01 -4.196479578506502328e+00
6.120150187734668634e+01 -4.193793021899982598e+00
6.132665832290363284e+01 -4.191323961586757463e+00
6.145181476846057933e+01 -4.189157343395244482e+00
6.157697121401752582e+01 -4.188323840330948400e+00
6.170212765957447232e+01 -4.183725135144574558e+00
6.182728410513141881e+01 -4.182267648084633471e+00
6.195244055068836531e+01 -4.178922156848119407e+00
6.207759699624531180e+01 -4.176131685005458394e+00
6.220275344180225829e+01 -4.173749891929305456e+00
6.232790988735920479e+01 -4.171318678867460328e+00
6.245306633291615128e+01 -4.169037557854909259e+00
6.257822277847309778e+01 -4.170586900764120308e+00
6.270337922403003716e+01 -4.164734475722045914e+00
6.282853566958698366e+01 -4.163050866934493222e+00
6.295369211514393015e+01 -4.160446721482335519e+00
6.307884856070087665e+01 -4.157158368408698124e+00
6.320400500625782314e+01 -4.156016451768633324e+00
6.332916145181476963e+01 -4.151895215171442111e+00
6.345431789737171613e+01 -4.149586306085982557e+00
6.357947434292866262e+01 -4.147792961771752829e+00
6.370463078848560912e+01 -4.145467997523627268e+00
6.382978723404255561e+01 -4.142814598360524236e+00
6.395494367959950210e+01 -4.141301612409761468e+00
6.408010012515644860e+01 -4.137596851663080777e+00
6.420525657071338799e+01 -4.135034002133793685e+00
6.433041301627034159e+01 -4.132735707704887851e+00
6.445556946182728097e+01 -4.131449832739646943e+00
6.458072590738423457e+01 -4.127920845320176113e+00
6.470588235294117396e+01 -4.127436952726967867e+00
6.483103879849812756e+01 -4.123880053660990974e+00
6.495619524405506695e+01 -4.121269851724174593e+00
6.508135168961202055e+01 -4.120299081297186916e+00
6.520650813516895994e+01 -4.116076657561064778e+00
