# r   Lambda(r)
5.844806007509387058e+01 9.440537293951305475e-01
5.857321652065081707e+01 9.435821847261403050e-01
5.869837296620776357e+01 9.434799810369350892e-01
5.882352941176471006e+01 9.437509138038172596e-01
5.894868585732165656e+01 9.429786248067097976e-01
5.907384230287860305e+01 9.439046617346031898e-01
5.919899874843554954e+01 9.442373133841915900e-01
5.932415519399249604e+01 9.441458195250800323e-01
5.944931163954944253e+01 9.442615889219003744e-01
5.957446808510638903e+01 9.439093660279178621e-01
5.969962453066333552e+01 9.441901656668391096e-01
5.982478097622027491e+01 9.441994749038841173e-01
5.994993742177722140e+01 9.443401244606012268e-01
6.007509386733416790e+01 9.439184109346916429e-01
6.020025031289111439e+01 9.442112405985956247e-01
6.032540675844806088e+01 9.439187716112832360e-01
6.045056320400500738e+01 9.434539611626623357e-01
6.057571964956195387e+01 9.439970442145662055e-01
6.070087609511890037e+01 9.430013812596765854e-01
6.082603254067584686e+01 9.440555827883144735e-01
6.095118898623279335e+01 9.441019519332375376e-01
6.107634543178973985e+01 9.429043344287402206e-01
6.120150187734668634e+01 9.441365516439260697e-01
6.132665832290363284e+01 9.437762677043116666e-01
6.145181476846057933e+01 9.438497407530678229e-01
6.157697121401752582e+01 9.437914430354650275e-01
6.170212765957447232e+01 9.442509296656714790e-01
6.182728410513141881e+01 9.435500969350595346e-01
6.195244055068836531e+01 9.426595865203521996e-01
6.207759699624531180e+01 9.440676479058500714e-01
6.220275344180225829e+01 9.442407721885422989e-01
6.232790988735920479e+01 9.441344521352623698e-01
6.245306633291615128e+01 9.441426126136635011e-01
6.257822277847309778e+01 9.434304546978462547e-01
6.270337922403003716e+01 9.433692374022598637e-01
6.282853566958698366e+01 9.436225397940994908e-01
6.295369211514393015e+01 9.439025752529730529e-01
6.307884856070087665e+01 9.432330209193957593e-01
6.320400500625782314e+01 9.441305543610466477e-01
6.332916145181476963e+01 9.434315285964406383e-01
6.345431789737171613e+01 9.441241198767981180e-01
6.357947434292866262e+01 9.438307819419387013e-01
6.370463078848560912e+01 9.430061834249949815e-01
6.382978723404255561e+01 9.436367323176040323e-01
6.395494367959950210e+01 9.428139237841499654e-01
6.408010012515644860e+01 9.431490999668742381e-01
6.420525657071338799e+01 9.439175285912958513e-01
6.433041301627034159e+01 9.439879900377968758e-01
6.445556946182728097e+01 9.441226835140934526e-01
6.458072590738423457e+01 9.441757563561262723e-01
6.470588235294117396e+01 9.433258581688759303e-01
6.483103879849812756e+01 9.442495233048886494e-01
6.495619524405506695e+01 9.440279851627644270e-01
6.508135168961202055e+01 9.443026780134557985e-01
6.520650813516895994e+01 9.428988942126398376e-01
6.533166458072591354e+01 9.438679494227076860e-01
6.545682102628285293e+01 9.442422615888517168e-01
6.558197747183980653e+01 9.430106220759472135e-01
6.570713391739674591e+01 9.440588992491371068e-01
6.583229036295369951e+01 9.436215238551866058e-01
6.595744680851063890e+01 9.443408574725090654e-01
6.608260325406759250e+01 9.443200581941308958e-01
6.620775969962453189e+01 9.439609914580484595e-01
6.633291614518148549e+01 9.433083655878756746e-01
6.645807259073842488e+01 9.434578595573049897e-01
6.658322903629537848e+01 9.439008477266420671e-01
6.670838548185231787e+01 9.432538796075354837e-01
6.683354192740927147e+01 9.435966270835379754e-01
6.695869837296621085e+01 9.439795829164466801e-01
6.708385481852315024e+01 9.440807633887042805e-01
6.720901126408010384e+01 9.442589211146363848e-01
6.733416770963704323e+01 9.437480466329936091e-01
6.745932415519399683e+01 9.434299452183537715e-01
6.758448060075093622e+01 9.440646840838883280e-01
6.770963704630788982e+01 9.431523089877914545e-01
6.783479349186482921e+01 9.438404977358260117e-01
6.795994993742178281e+01 9.443362189085152680e-01
6.808510638297872219e+01 9.440629569735886628e-01
6.821026282853567579e+01 9.441050512737815259e-01
6.833541927409261518e+01 9.440831168484806746e-01
6.846057571964956878e+01 9.435561292840722869e-01
6.858573216520650817e+01 9.440162941468939195e-01
6.871088861076346177e+01 9.440757656859827263e-01
6.883604505632040116e+01 9.442231911583345294e-01
6.896120150187735476e+01 9.434702282911844318e-01
6.908635794743429415e+01 9.428029302229608000e-01
6.921151439299124775e+01 9.438672360502885494e-01
6.933667083854818713e+01 9.439554209306011412e-01
6.946182728410514073e+01 9.435069024147184624e-01
6.958698372966208012e+01 9.442412773262617298e-01
6.971214017521903372e+01 9.435827357088163447e-01
6.983729662077597311e+01 9.433654957450662293e-01
6.996245306633291250e+01 9.439118004332850420e-01
7.008760951188986610e+01 9.429077051485487138e-01
7.021276595744680549e+01 9.435355772281218689e-01
7.033792240300375909e+01 9.440767569262702441e-01
7.046307884856069848e+01 9.432567236757801732e-01
7.058823529411765207e+01 9.443037391694218963e-01
7.071339173967459146e+01 9.441071409108395818e-01
7.083854818523154506e+01 9.442506605516379770e-01
7.096370463078848445e+01 9.433573812158273508e-01
7.108886107634543805e+01 9.438936929891719174e-01
7.121401752190237744e+01 9.440640036490262066e-01
7.133917396745933104e+01 9.439390033643927369e-01
7.146433041301627043e+01 9.440749931384952998e-01
7.158948685857322403e+01 9.436777112128690304e-01
7.171464330413016341e+01 9.437619985114621413e-01
7.183979974968711701e+01 9.441549095212453668e-01
7.196495619524405640e+01 9.442274271314707867e-01
7.209011264080101000e+01 9.440021830023298532e-01
7.221526908635794939e+01 9.437434260533275054e-01
7.234042553191490299e+01 9.438958626252011985e-01
7.246558197747184238e+01 9.433081916850172277e-01
7.259073842302879598e+01 9.439795247666942224e-01
