# r   Lambda(r)
6.821026282853567579e+01 5.445560419347557257e+01
6.833541927409261518e+01 5.455459976225522922e+01
6.846057571964956878e+01 5.465448867409090639e+01
6.858573216520650817e+01 5.475869124873046445e+01
6.871088861076346177e+01 5.486001105587505577e+01
6.883604505632040116e+01 5.496105744235707391e+01
6.896120150187735476e+01 5.505888228927433659e+01
6.908635794743429415e+01 5.516238156205226062e+01
6.921151439299124775e+01 5.526472108280722040e+01
6.933667083854818713e+01 5.536550572988131336e+01
6.946182728410514073e+01 5.546582119448703452e+01
6.958698372966208012e+01 5.556742316683808980e+01
6.971214017521903372e+01 5.566883859064206064e+01
6.983729662077597311e+01 5.576686560899469924e+01
6.996245306633291250e+01 5.586995937253625044e+01
7.008760951188986610e+01 5.597198411107432747e+01
7.021276595744680549e+01 5.607145993507897686e+01
7.033792240300375909e+01 5.617291879443460800e+01
7.046307884856069848e+01 5.627115803830457708e+01
7.058823529411765207e+01 5.637496226194053150e+01
7.071339173967459146e+01 5.647642761657427712e+01
7.083854818523154506e+01 5.657633384923912701e+01
7.096370463078848445e+01 5.667531198209294274e+01
7.108886107634543805e+01 5.677701118661286728e+01
7.121401752190237744e+01 5.687878223103493980e+01
7.133917396745933104e+01 5.697848271754938310e+01
7.146433041301627043e+01 5.707961103397602187e+01
7.158948685857322403e+01 5.717804846790213702e+01
7.171464330413016341e+01 5.728129870499124365e+01
7.183979974968711701e+01 5.738090065253948069e+01
7.196495619524405640e+01 5.748184834807670285e+01
7.209011264080101000e+01 5.758236927150182538e+01
7.221526908635794939e+01 5.768308289039293157e+01
