# r   Lambda(r)
2.966207759699624802e+01 -3.329646943516963553e+00
2.978723404255319451e+01 -3.324241601774562849e+00
2.991239048811013745e+01 -3.321872281900775548e+00
3.003754693366708395e+01 -3.319502660269900929e+00
3.016270337922403044e+01 -3.317315999528176906e+00
3.028785982478097694e+01 -3.313383385486056820e+00
3.041301627033792343e+01 -3.311062813449239695e+00
3.053817271589486992e+01 -3.307949728499413489e+00
3.066332916145181642e+01 -3.306272578592408085e+00
3.078848560700876291e+01 -3.305210858035964705e+00
3.091364205256570941e+01 -3.300717426156683842e+00
3.103879849812265590e+01 -3.298221423151749931e+00
3.116395494367960239e+01 -3.295549277790243092e+00
3.128911138923654889e+01 -3.294427128750139211e+00
3.141426783479349183e+01 -3.290517578716833036e+00
3.153942428035043832e+01 -3.287911492942651837e+00
3.166458072590738482e+01 -3.286145254960538775e+00
3.178973717146433131e+01 -3.283908964427178834e+00
3.191489361702127781e+01 -3.281047475695014093e+00
3.204005006257822430e+01 -3.278102573595185643e+00
3.216520650813517079e+01 -3.276023952286353680e+00
3.229036295369211729e+01 -3.274421821849689440e+00
3.241551939924906378e+01 -3.274198189295586037e+00
3.254067584480601028e+01 -3.268734861788466173e+00
3.266583229036295677e+01 -3.267344017738030182e+00
3.279098873591990326e+01 -3.264596075043364909e+00
3.291614518147684976e+01 -3.262624334052032893e+00
3.304130162703379625e+01 -3.260098041544376102e+00
3.316645807259074274e+01 -3.259915941017953234e+00
3.329161451814768924e+01 -3.255963618648476388e+00
3.341677096370463573e+01 -3.253197657522189257e+00
3.354192740926157512e+01 -3.252445277923582179e+00
3.366708385481852162e+01 -3.249816813535577165e+00
3.379224030037546811e+01 -3.246643738637586374e+00
3.391739674593241460e+01 -3.244086007629991109e+00
3.404255319148936110e+01 -3.242332866354054488e+00
3.416770963704630759e+01 -3.239873154692928026e+00
3.429286608260325409e+01 -3.238211190480330792e+00
3.441802252816020058e+01 -3.235713676669798478e+00
3.454317897371714707e+01 -3.235003266917479081e+00
3.466833541927409357e+01 -3.232049257035428447e+00
3.479349186483104006e+01 -3.231687654130302789e+00
3.491864831038798656e+01 -3.227744353359526031e+00
3.504380475594493305e+01 -3.225436680714213633e+00
3.516896120150187954e+01 -3.223619088268034893e+00
3.529411764705882604e+01 -3.221815816086238016e+00
3.541927409261577253e+01 -3.219541892128666039e+00
3.554443053817271903e+01 -3.217371481436159808e+00
3.566958698372966552e+01 -3.215877246680114432e+00
3.579474342928661201e+01 -3.214288353831273426e+00
3.591989987484355851e+01 -3.211508538985183403e+00
3.604505632040050500e+01 -3.209696292385774807e+00
3.617021276595745150e+01 -3.208807127430495676e+00
3.629536921151439799e+01 -3.205968926099964644e+00
3.642052565707133738e+01 -3.203986262205294810e+00
3.654568210262828387e+01 -3.203104429509666673e+00
3.667083854818523037e+01 -3.200911292301933830e+00
3.679599499374217686e+01 -3.198932794698762017e+00
3.692115143929912335e+01 -3.197044530569832510e+00
3.704630788485606985e+01 -3.195612951339905639e+00
3.717146433041301634e+01 -3.193723437147574895e+00
3.729662077596996284e+01 -3.192268870300422723e+00
3.742177722152690933e+01 -3.190460104705002298e+00
3.754693366708385582e+01 -3.188478806342577965e+00
3.767209011264080232e+01 -3.187293918560141659e+00
3.779724655819774881e+01 -3.185972161694380578e+00
3.792240300375469531e+01 -3.184214088522972830e+00
3.804755944931164180e+01 -3.182284045546496465e+00
3.817271589486858829e+01 -3.179925617929748149e+00
3.829787234042553479e+01 -3.178705951073000247e+00
3.842302878598248128e+01 -3.176466073970930282e+00
3.854818523153942778e+01 -3.175434704722969848e+00
3.867334167709637427e+01 -3.173102203424438272e+00
3.879849812265332076e+01 -3.171805640225524581e+00
3.892365456821026726e+01 -3.171343720399091293e+00
3.904881101376721375e+01 -3.168817512691475713e+00
3.917396745932416025e+01 -3.167439114228010055e+00
3.929912390488110674e+01 -3.166164862000361957e+00
3.942428035043804613e+01 -3.165033599399316611e+00
3.954943679599499262e+01 -3.162110565531945028e+00
3.967459324155193912e+01 -3.160617144841423531e+00
3.979974968710888561e+01 -3.160162054335232895e+00
3.992490613266583210e+01 -3.157859638816996828e+00
4.005006257822277860e+01 -3.156839363525154152e+00
4.017521902377972509e+01 -3.154345366509930138e+00
4.030037546933667159e+01 -3.153181250397791846e+00
4.042553191489361808e+01 -3.153212709274007430e+00
4.055068836045056457e+01 -3.150071302029002762e+00
4.067584480600751107e+01 -3.149229534981297540e+00
4.080100125156445756e+01 -3.147756273174612929e+00
4.092615769712140406e+01 -3.146519097921465669e+00
4.105131414267835055e+01 -3.144828676140983603e+00
4.117647058823529704e+01 -3.143386237396650795e+00
4.130162703379224354e+01 -3.143423409343622854e+00
4.142678347934919003e+01 -3.140297134832255477e+00
4.155193992490613653e+01 -3.140046838954118957e+00
4.167709637046308302e+01 -3.137081987673781658e+00
4.180225281602002951e+01 -3.135887936563252598e+00
4.192740926157697601e+01 -3.134185162799992153e+00
4.205256570713392250e+01 -3.133617279533052358e+00
4.217772215269086900e+01 -3.132607701886175100e+00
4.230287859824780838e+01 -3.130506293494451864e+00
4.242803504380475488e+01 -3.130127172305403604e+00
4.255319148936170137e+01 -3.127363823531509546e+00
4.267834793491864787e+01 -3.126497104911567515e+00
4.280350438047559436e+01 -3.126764707588721048e+00
4.292866082603254085e+01 -3.123452374276513677e+00
4.305381727158948735e+01 -3.122172321696585318e+00
4.317897371714643384e+01 -3.121375471011407221e+00
4.330413016270338034e+01 -3.119521054183095554e+00
4.342928660826032683e+01 -3.118667057602005244e+00
4.355444305381727332e+01 -3.116992895522939122e+00
4.367959949937421982e+01 -3.117122463515833442e+00
4.380475594493116631e+01 -3.114285480335803769e+00
4.392991239048811281e+01 -3.113372947780181477e+00
4.405506883604505930e+01 -3.111999746199474171e+00
4.418022528160200579e+01 -3.111099738401511328e+00
4.430538172715895229e+01 -3.109978905595700116e+00
4.443053817271589878e+01 -3.109604645101073483e+00
4.455569461827284528e+01 -3.108703504029639575e+00
4.468085106382979177e+01 -3.105864632421897920e+00
4.480600750938673826e+01 -3.104496055412592437e+00
4.493116395494368476e+01 -3.103795875870757559e+00
4.505632040050063125e+01 -3.102227432617499225e+00
4.518147684605757064e+01 -3.101453351019456850e+00
4.530663329161451713e+01 -3.100319058900163238e+00
4.543178973717146363e+01 -3.099645068436129414e+00
4.555694618272841012e+01 -3.097694086886136677e+00
4.568210262828535662e+01 -3.096837765872936910e+00
4.580725907384230311e+01 -3.095032418277511077e+00
4.593241551939924960e+01 -3.093908034330878021e+00
4.605757196495619610e+01 -3.093211161060912318e+00
